item_id,theme_bucket,short_title,venue,year,source_md_path,source_pdf_relative_path,paper_table_bucket,resource_allocation_flag,resource_allocation_mechanism,allocation_signal,scheduler_timing_signal_flag,scoped_interface_flag,evidence_location,auditor_note
C1-101,10_llm_electronic_accelerators,AccLLM: Accelerating Long-Context LLM Inference Via Algorithm-Hardware Co-Design,,,kb_markdown/10_llm_electronic_accelerators/AccLLM_Algorithm-Hardware_Co-Design_Long-Context_LLM_Inference_arXiv2505.03745.md,10_llm_electronic_accelerators/AccLLM_Algorithm-Hardware_Co-Design_Long-Context_LLM_Inference_arXiv2505.03745.pdf,Electronic LLM accelerators,true,long-context algorithm/hardware co-design allocation,context length and token-importance pattern,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: allocation follows long-context model structure.
C1-102,10_llm_electronic_accelerators,Accel Tran: A Sparsity-Aware Accelerator for Dynamic Inference with Transformers,,,kb_markdown/10_llm_electronic_accelerators/AccelTran_Sparsity-Aware_Accelerator_for_Dynamic_Transformer_Inference_arXiv2302.14705.md,10_llm_electronic_accelerators/AccelTran_Sparsity-Aware_Accelerator_for_Dynamic_Transformer_Inference_arXiv2302.14705.pdf,Electronic LLM accelerators,true,dynamic sparsity-aware Transformer acceleration,runtime sparsity / token-activation pattern,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: sparsity signal is model/data driven.
C1-103,10_llm_electronic_accelerators,AttentionLego Open-Source Spatially-Scalable LLM Accelerator PIM,,,kb_markdown/10_llm_electronic_accelerators/AttentionLego_Open-Source_Spatially-Scalable_LLM_Accelerator_PIM_arXiv2401.11459.md,10_llm_electronic_accelerators/AttentionLego_Open-Source_Spatially-Scalable_LLM_Accelerator_PIM_arXiv2401.11459.pdf,Electronic LLM accelerators,true,spatially scalable PIM attention resource mapping,attention operator shape and PIM tile capacity,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: spatial mapping follows architecture capacity.
C1-104,10_llm_electronic_accelerators,BitStopper: An Efficient Transformer Attention,,,kb_markdown/10_llm_electronic_accelerators/BitStopper_Efficient_Transformer_Attention_Accelerator_arXiv2512.06457.md,10_llm_electronic_accelerators/BitStopper_Efficient_Transformer_Attention_Accelerator_arXiv2512.06457.pdf,Electronic LLM accelerators,true,bit-level attention early termination,attention distribution / bit significance,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: early termination is attention-local.
C1-105,10_llm_electronic_accelerators,CXL-SpecKV: A DisaggregatedFPGA Speculative KV-Cache for,,,kb_markdown/10_llm_electronic_accelerators/CXL-SpecKV_Disaggregated_FPGA_Speculative_KV-Cache_arXiv2512.11920.md,10_llm_electronic_accelerators/CXL-SpecKV_Disaggregated_FPGA_Speculative_KV-Cache_arXiv2512.11920.pdf,Electronic LLM accelerators,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-106,10_llm_electronic_accelerators,DFX: ALow-latency Multi-FPGA Appliance for Accelerating Transformer-based,,,kb_markdown/10_llm_electronic_accelerators/DFX_Low-latency_Multi-FPGA_Appliance_for_Transformer_Text_Generation_arXiv2209.10797.md,10_llm_electronic_accelerators/DFX_Low-latency_Multi-FPGA_Appliance_for_Transformer_Text_Generation_arXiv2209.10797.pdf,Electronic LLM accelerators,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-107,10_llm_electronic_accelerators,"EdgeLLM: A Highly EfficientCPU-FPGA Heterogeneous Edge Accelerator for Large Language Models Mingqiang Huang, Ao Shen, Kai Li, Haoxiang Peng, Boyu Li, Yupeng Su, Hao Yu*",,,kb_markdown/10_llm_electronic_accelerators/EdgeLLM_CPU-FPGA_Heterogeneous_Edge_Accelerator_arXiv2407.21325.md,10_llm_electronic_accelerators/EdgeLLM_CPU-FPGA_Heterogeneous_Edge_Accelerator_arXiv2407.21325.pdf,Electronic LLM accelerators,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-108,10_llm_electronic_accelerators,Energon: Towards Efficient Acceleration of Transformers Using Dynamic Sparse Attention,,,kb_markdown/10_llm_electronic_accelerators/Energon_Efficient_Acceleration_of_Transformers_Dynamic_Sparse_Attention_arXiv2110.09310.md,10_llm_electronic_accelerators/Energon_Efficient_Acceleration_of_Transformers_Dynamic_Sparse_Attention_arXiv2110.09310.pdf,Electronic LLM accelerators,true,dynamic sparse-attention acceleration,attention sparsity pattern,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: sparse attention selects work using model/data signals.
C1-109,10_llm_electronic_accelerators,FAST-Prefill: FPGA Accelerated Sparse Attention for Long Context LLM Prefill,,,kb_markdown/10_llm_electronic_accelerators/FAST-Prefill_FPGA_Accelerated_Sparse_Attention_Long_Context_LLM_arXiv2602.20515.md,10_llm_electronic_accelerators/FAST-Prefill_FPGA_Accelerated_Sparse_Attention_Long_Context_LLM_arXiv2602.20515.pdf,Electronic LLM accelerators,true,FPGA sparse-attention prefill allocation,long-context sparse attention pattern,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: allocation follows prefill attention sparsity.
C1-110,10_llm_electronic_accelerators,FTRANS Energy-Efficient Acceleration of Transformers using FPGA,,,kb_markdown/10_llm_electronic_accelerators/FTRANS_Energy-Efficient_Acceleration_of_Transformers_using_FPGA_arXiv2007.08563.md,10_llm_electronic_accelerators/FTRANS_Energy-Efficient_Acceleration_of_Transformers_using_FPGA_arXiv2007.08563.pdf,Electronic LLM accelerators,true,Transformer FPGA resource mapping,operator shape and FPGA resource budget,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: mapping is hardware-capacity driven.
C1-111,10_llm_electronic_accelerators,FlashInfer: Efficient and Customizable Attention Engine for LLM Inference Serving,arXiv 2501.01005,2025,kb_markdown/10_llm_electronic_accelerators/FlashInfer_Efficient_Customizable_Attention_arXiv2501.01005.md,10_llm_electronic_accelerators/FlashInfer_Efficient_Customizable_Attention_arXiv2501.01005.pdf,Electronic LLM accelerators,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-112,10_llm_electronic_accelerators,FlightLLM: Efficient Large Language Model Inference,,,kb_markdown/10_llm_electronic_accelerators/FlightLLM_Efficient_Large_Language_Model_Inference_on_FPGAs_arXiv2401.03868.md,10_llm_electronic_accelerators/FlightLLM_Efficient_Large_Language_Model_Inference_on_FPGAs_arXiv2401.03868.pdf,Electronic LLM accelerators,true,FPGA LLM inference scheduling/resource mapping,model partition and FPGA capacity,true,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: resource choices are accelerator-local.
C1-113,10_llm_electronic_accelerators,HALO Memory-Centric Heterogeneous Accelerator 2p5D LLM Inference,,,kb_markdown/10_llm_electronic_accelerators/HALO_Memory-Centric_Heterogeneous_Accelerator_2p5D_LLM_Inference_arXiv2510.02675.md,10_llm_electronic_accelerators/HALO_Memory-Centric_Heterogeneous_Accelerator_2p5D_LLM_Inference_arXiv2510.02675.pdf,Electronic LLM accelerators,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-114,10_llm_electronic_accelerators,HPIM: Heterogeneous Processing-In-Memory-based Accelerator for Large Language Models Inference,,,kb_markdown/10_llm_electronic_accelerators/HPIM_Heterogeneous_PIM_Accelerator_for_LLM_Inference_arXiv2509.12993.md,10_llm_electronic_accelerators/HPIM_Heterogeneous_PIM_Accelerator_for_LLM_Inference_arXiv2509.12993.pdf,Electronic LLM accelerators,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-115,10_llm_electronic_accelerators,"Hummingbird: A Smaller and Faster Large Language Model Accelerator on Embedded FPGA Jindong Li*1, 2, 3, 6 Tenglong Li*1, 2, 3, 6 Ruiqi Chen4 Guobin Shen1, 2, 3, 5 Dongcheng Zhao2, 3 Qian Zhang1, 2, 3, 6 Yi Zeng1, 2, 3, 5, 6, 7",,,kb_markdown/10_llm_electronic_accelerators/Hummingbird_Embedded_FPGA_LLM_Accelerator_arXiv2507.03308.md,10_llm_electronic_accelerators/Hummingbird_Embedded_FPGA_LLM_Accelerator_arXiv2507.03308.pdf,Electronic LLM accelerators,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-116,10_llm_electronic_accelerators,KIVI: A Tuning-Free Asymmetric 2bit Quantization for KV Cache,arXiv 2402.02750,2024,kb_markdown/10_llm_electronic_accelerators/KIVI_Tuning_Free_KV_Cache_Quantization_arXiv2402.02750.md,10_llm_electronic_accelerators/KIVI_Tuning_Free_KV_Cache_Quantization_arXiv2402.02750.pdf,Electronic LLM accelerators,true,KV-cache quantization,KV-cache value distribution,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: quantization follows tensor statistics.
C1-117,10_llm_electronic_accelerators,LaMoSys3.5D,arXiv 2512.08731,2025,kb_markdown/10_llm_electronic_accelerators/LaMoSys35D_3D_DRAM_LLM_Serving_arXiv2512.08731.md,(not mirrored; source card only),Electronic LLM accelerators,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-118,10_llm_electronic_accelerators,LEAP PIM-NoC LLM Inference,ICCAD 2025 / arXiv 2509.14781,2025,kb_markdown/10_llm_electronic_accelerators/LEAP_PIM_NoC_LLM_Acceleration_arXiv2509.14781.md,10_llm_electronic_accelerators/LEAP_PIM_NoC_LLM_Acceleration_arXiv2509.14781.pdf,Electronic LLM accelerators,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-119,10_llm_electronic_accelerators,LUT-LLM Memory-based Computations on FPGAs,,,kb_markdown/10_llm_electronic_accelerators/LUT-LLM_Memory-based_Computations_on_FPGAs_arXiv2511.06174.md,10_llm_electronic_accelerators/LUT-LLM_Memory-based_Computations_on_FPGAs_arXiv2511.06174.pdf,Electronic LLM accelerators,true,memory-based LUT computation and quantization,activation/weight codebook clusters,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: codebook resources are tensor-statistics driven.
C1-120,10_llm_electronic_accelerators,Large Language Model Inference Acceleration: A Comprehensive Hardware PerspectiveNon-generativeLLM,,,kb_markdown/10_llm_electronic_accelerators/Large_Language_Model_Inference_Acceleration_Comprehensive_Hardware_Perspective_arXiv2410.04466.md,10_llm_electronic_accelerators/Large_Language_Model_Inference_Acceleration_Comprehensive_Hardware_Perspective_arXiv2410.04466.pdf,Electronic LLM accelerators,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-121,10_llm_electronic_accelerators,LightMamba: Efficient Mamba Acceleration on FPGA with Quantization and Hardware Co-Design,arXiv 2502.15260,2025,kb_markdown/10_llm_electronic_accelerators/LightMamba_FPGA_Quantization_Codesign_arXiv2502.15260.md,10_llm_electronic_accelerators/LightMamba_FPGA_Quantization_Codesign_arXiv2502.15260.pdf,Electronic LLM accelerators,true,FPGA quantization co-design,model-state quantization profile,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: quantization follows model/operator profile.
C1-122,10_llm_electronic_accelerators,MCBP: A Memory-Compute Efficient LLM Inference Accelerator Leveraging Bit-Slice-enabled Sparsity and Repetitiveness,,,kb_markdown/10_llm_electronic_accelerators/MCBP_Memory-Compute_Efficient_LLM_Inference_Accelerator_arXiv2509.10372.md,10_llm_electronic_accelerators/MCBP_Memory-Compute_Efficient_LLM_Inference_Accelerator_arXiv2509.10372.pdf,Electronic LLM accelerators,true,bit-slice redundancy elimination,bit significance / redundancy signal,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: bit-slice elimination is local to compute representation.
C1-123,10_llm_electronic_accelerators,P3-LLM: CPU-FPGA Heterogeneous Acceleration for Large Language Model Inference,arXiv 2511.06838,2025,kb_markdown/10_llm_electronic_accelerators/P3-LLM_CPU_FPGA_Heterogeneous_arXiv2511.06838.md,10_llm_electronic_accelerators/P3-LLM_CPU_FPGA_Heterogeneous_arXiv2511.06838.pdf,Electronic LLM accelerators,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-124,10_llm_electronic_accelerators,"PRIMAL: Processing-In-Memory based Low-Rank Adaptation for LLM Inference Accelerator Yue Jiet Chong1 †, Yimin Wang2 †, Zhen Wu3, Xuanyao Fong4",,,kb_markdown/10_llm_electronic_accelerators/PRIMAL_PIM_Based_LoRA_for_LLM_Inference_Accelerator_arXiv2601.13628.md,10_llm_electronic_accelerators/PRIMAL_PIM_Based_LoRA_for_LLM_Inference_Accelerator_arXiv2601.13628.pdf,Electronic LLM accelerators,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-125,10_llm_electronic_accelerators,QServe: W4A8KV4 Quantization and System Co-design for Efficient LLM Serving,arXiv 2405.04532,2024,kb_markdown/10_llm_electronic_accelerators/QServe_W4A8KV4_Quantization_arXiv2405.04532.md,10_llm_electronic_accelerators/QServe_W4A8KV4_Quantization_arXiv2405.04532.pdf,Electronic LLM accelerators,true,W4A8KV4 quantized LLM serving/inference,"weight, activation, and KV-cache quantization profile",false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: precision allocation uses tensor statistics.
C1-126,10_llm_electronic_accelerators,SpAtten Efficient Sparse Attention Architecture,,,kb_markdown/10_llm_electronic_accelerators/SpAtten_Efficient_Sparse_Attention_Architecture_arXiv2012.09852.md,10_llm_electronic_accelerators/SpAtten_Efficient_Sparse_Attention_Architecture_arXiv2012.09852.pdf,Electronic LLM accelerators,true,cascade token/head pruning for sparse attention,attention score / token and head importance,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: sparse attention is importance-signal driven.
C1-127,10_llm_electronic_accelerators,Tasa 3D-Stacked LLM Inference,ICCAD 2025,2025,kb_markdown/10_llm_electronic_accelerators/Tasa_3D_Stacked_LLM_Inference_ICCAD2025.md,(not mirrored; source card only),Electronic LLM accelerators,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-128,10_llm_electronic_accelerators,TerEffic Highly Efficient Ternary LLM Inference on FPGA,,,kb_markdown/10_llm_electronic_accelerators/TerEffic_Highly_Efficient_Ternary_LLM_Inference_on_FPGA_arXiv2502.16473.md,10_llm_electronic_accelerators/TerEffic_Highly_Efficient_Ternary_LLM_Inference_on_FPGA_arXiv2502.16473.pdf,Electronic LLM accelerators,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-129,11_llm_serving_kv_cache,CachedAttention: Cost-Efficient Large Language Model Serving for Multi-turn Conversations,USENIX ATC 2024,2024,kb_markdown/11_llm_serving_kv_cache/CachedAttention_KV_Cache_Reuse_Multiturn_ATC2024.md,11_llm_serving_kv_cache/CachedAttention_KV_Cache_Reuse_Multiturn_ATC2024.pdf,LLM inference serving,true,multiturn KV-cache reuse policy,prefix/cache reuse opportunity,false,false,source-page 1; metadata: contribution/key_claims/method_tags,"RA-positive: resource allocation is serving-cache centric, not accelerator-internal."
C1-130,11_llm_serving_kv_cache,DASH-KV: Dynamic Semantic Sparsification for Long-Context LLM Inference,arXiv 2604.19351,2026,kb_markdown/11_llm_serving_kv_cache/DASH-KV_Dynamic_Semantic_Sparsification_arXiv2604.19351.md,11_llm_serving_kv_cache/DASH-KV_Dynamic_Semantic_Sparsification_arXiv2604.19351.pdf,LLM inference serving,true,dynamic semantic KV-cache sparsification,semantic/token importance,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: cache pruning follows semantic importance.
C1-131,11_llm_serving_kv_cache,"DejaVu: KV-cache Streaming for Fast, Fault-tolerant Generative LLM Serving",arXiv 2403.01876,2024,kb_markdown/11_llm_serving_kv_cache/DejaVu_KV_Cache_Streaming_arXiv2403.01876.md,11_llm_serving_kv_cache/DejaVu_KV_Cache_Streaming_arXiv2403.01876.pdf,LLM inference serving,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-132,11_llm_serving_kv_cache,DistServe: Disaggregating Prefill and Decoding for Goodput-optimized Large Language Model Serving,USENIX OSDI 2024,2024,kb_markdown/11_llm_serving_kv_cache/DistServe_Disaggregating_Prefill_Decoding_OSDI2024.md,11_llm_serving_kv_cache/DistServe_Disaggregating_Prefill_Decoding_OSDI2024.pdf,LLM inference serving,true,prefill/decode resource disaggregation,TTFT/TPOT goodput and workload mix,true,false,source-page 1; metadata: contribution/key_claims/method_tags,"RA-positive: service scheduler allocates GPU instances, not photonic quality knobs."
C1-133,11_llm_serving_kv_cache,DroidSpeak: Enhancing Cross-LLM Inference on Mobile Devices through Lightweight Collaboration,arXiv 2411.02820,2024,kb_markdown/11_llm_serving_kv_cache/DroidSpeak_Collaborative_LLM_Inference_Mobile_arXiv2411.02820.md,11_llm_serving_kv_cache/DroidSpeak_Collaborative_LLM_Inference_Mobile_arXiv2411.02820.pdf,LLM inference serving,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-134,11_llm_serving_kv_cache,ECHO: Efficient Co-Scheduling of Hybrid Online-Offline Tasks for Large Language Model Serving,arXiv 2504.03651,2025,kb_markdown/11_llm_serving_kv_cache/ECHO_Efficient_CoScheduling_LLM_Serving_arXiv2504.03651.md,11_llm_serving_kv_cache/ECHO_Efficient_CoScheduling_LLM_Serving_arXiv2504.03651.pdf,LLM inference serving,true,online/offline task co-scheduling,"task arrival, load, and service objective",true,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: scheduler signal stays at serving layer.
C1-135,11_llm_serving_kv_cache,HillInfer: Adaptive KV Cache Optimization for High-Throughput LLM Inference,arXiv 2602.18750,2026,kb_markdown/11_llm_serving_kv_cache/HillInfer_Adaptive_KV_Cache_Optimization_arXiv2602.18750.md,11_llm_serving_kv_cache/HillInfer_Adaptive_KV_Cache_Optimization_arXiv2602.18750.pdf,LLM inference serving,true,adaptive KV-cache allocation,KV-cache utility / memory pressure,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: memory allocation is cache-local.
C1-136,11_llm_serving_kv_cache,InfiniGen: Efficient Generative Inference of Large Language Models with Dynamic KV Cache Management,USENIX OSDI 2024,2024,kb_markdown/11_llm_serving_kv_cache/InfiniGen_Dynamic_KV_Cache_Management_OSDI2024.md,11_llm_serving_kv_cache/InfiniGen_Dynamic_KV_Cache_Management_OSDI2024.pdf,LLM inference serving,true,dynamic KV-cache offload/prefetch management,attention/KV access prediction,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: cache management does not expose accelerator-internal slack control.
C1-137,11_llm_serving_kv_cache,LServe: Efficient Long-sequence LLM Serving with Unified Sparse Attention,arXiv 2502.14866,2025,kb_markdown/11_llm_serving_kv_cache/LServe_Unified_Sparse_Attention_arXiv2502.14866.md,11_llm_serving_kv_cache/LServe_Unified_Sparse_Attention_arXiv2502.14866.pdf,LLM inference serving,true,unified sparse-attention serving policy,attention sparsity and sequence length,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: sparse attention resource choice is model/data driven.
C1-138,11_llm_serving_kv_cache,Mooncake FAST25 Trace Artifact,USENIX FAST 2025 artifact / GitHub,2025,kb_markdown/11_llm_serving_kv_cache/Mooncake_FAST25_Trace_Artifact_Card.md,(not applicable; artifact card),Baseline / reference / context items,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-139,11_llm_serving_kv_cache,Mooncake: A KVCache-centric Disaggregated Architecture for LLM Serving,arXiv 2407.00079,2024,kb_markdown/11_llm_serving_kv_cache/Mooncake_KVCache_Centric_Disaggregated_LLM_Serving_arXiv2407.00079.md,11_llm_serving_kv_cache/Mooncake_KVCache_Centric_Disaggregated_LLM_Serving_arXiv2407.00079.pdf,LLM inference serving,true,KV-cache-centric disaggregated serving,cache load and TTFT/SLO target,true,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: scheduler controls cache/server placement only.
C1-140,11_llm_serving_kv_cache,P/D-Serve: Serving Disaggregated Large Language Model at Scale,arXiv 2408.08147,2024,kb_markdown/11_llm_serving_kv_cache/PD-Serve_Disaggregated_LLM_Serving_arXiv2408.08147.md,11_llm_serving_kv_cache/PD-Serve_Disaggregated_LLM_Serving_arXiv2408.08147.pdf,LLM inference serving,true,prefill/decode instance assignment,"request mix, TTFT/SLO, and GPU-memory pressure",true,false,source-page 1; metadata: contribution/key_claims/method_tags,"RA-positive: scheduling signal is serving-level, not photonic quality-budget control."
C1-141,11_llm_serving_kv_cache,SYMPHONY: Improving Memory Management for LLM Inference Workloads,arXiv 2412.16434,2024,kb_markdown/11_llm_serving_kv_cache/SYMPHONY_Memory_Management_LLM_Inference_arXiv2412.16434.md,11_llm_serving_kv_cache/SYMPHONY_Memory_Management_LLM_Inference_arXiv2412.16434.pdf,LLM inference serving,true,LLM inference memory-management scheduling,"arrival timing, HBM demand, and memory pressure",true,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-positive: uses serving timing/resource state but not scoped SUDS interface.
C1-142,11_llm_serving_kv_cache,ServerlessLLM: Low-Latency Serverless Inference for Large Language Models,USENIX OSDI 2024,2024,kb_markdown/11_llm_serving_kv_cache/ServerlessLLM_Low_Latency_Serverless_Inference_OSDI2024.md,11_llm_serving_kv_cache/ServerlessLLM_Low_Latency_Serverless_Inference_OSDI2024.pdf,LLM inference serving,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-143,11_llm_serving_kv_cache,TTKV: Learning When to Stop Thinking for Efficient Long-Context LLM Inference,arXiv 2604.19769,2026,kb_markdown/11_llm_serving_kv_cache/TTKV_Learning_When_to_Stop_Thinking_arXiv2604.19769.md,11_llm_serving_kv_cache/TTKV_Learning_When_to_Stop_Thinking_arXiv2604.19769.pdf,LLM inference serving,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-144,11_llm_serving_kv_cache,vAttention: Dynamic Memory Management for Serving LLMs without PagedAttention,arXiv 2405.04437,2024,kb_markdown/11_llm_serving_kv_cache/vAttention_Dynamic_Memory_Management_arXiv2405.04437.md,11_llm_serving_kv_cache/vAttention_Dynamic_Memory_Management_arXiv2405.04437.pdf,LLM inference serving,false,,,false,false,source-page 1; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-145,12_asic_and_vlsi_accelerators,ASIC and VLSI Accelerator Landmark,local,2026,kb_markdown/12_asic_and_vlsi_accelerators/ASIC_VLSI_Accelerator_Landmark.md,,Baseline / reference / context items,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-146,13_fpga_and_reconfigurable_systems,FPGA and Reconfigurable Systems Landmark,local,2026,kb_markdown/13_fpga_and_reconfigurable_systems/FPGA_Reconfigurable_Systems_Landmark.md,,Baseline / reference / context items,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-147,14_eda_hls_verification,DATE 2026 Analytical Modeling AI Accelerator DSE,DATE 2026 W04.1.2,2026,kb_markdown/14_eda_hls_verification/DATE2026_Analytical_Modeling_AI_Accelerator_DSE_Workshop.md,(not applicable; official programme page),Baseline / reference / context items,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-148,14_eda_hls_verification,"EDA, HLS, and Verification Landmark",local,2026,kb_markdown/14_eda_hls_verification/EDA_HLS_Verification_Landmark.md,,Baseline / reference / context items,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-149,14_eda_hls_verification,Recent TCAD TODAES TECS Memory-Centric AI Accelerator DSE Sweep,TCAD/TODAES/TECS sweep,2026,kb_markdown/14_eda_hls_verification/Recent_TCAD_TODAES_TECS_Memory_Centric_AI_Accelerator_DSE_Sweep_20260510.md,(not applicable; sweep card),Baseline / reference / context items,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-150,14_eda_hls_verification,Timeloop/Accelergy DSE Framework,tool/documentation,2026,kb_markdown/14_eda_hls_verification/Timeloop_Accelergy_DSE_Framework.md,(not applicable; official web documentation card),Baseline / reference / context items,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-151,14_eda_hls_verification,ZigZag Memory-Centric DNN DSE Framework,arXiv 2007.11360,2020,kb_markdown/14_eda_hls_verification/ZigZag_Memory_Centric_DNN_DSE_Framework.md,(not mirrored in local KB; web expansion card),Baseline / reference / context items,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-152,15_memory_interconnect_pim_chiplet,"Memory, Interconnect, PIM, and Chiplet Landmark",local,2026,kb_markdown/15_memory_interconnect_pim_chiplet/Memory_Interconnect_PIM_Chiplet_Landmark.md,,Baseline / reference / context items,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-153,15_memory_interconnect_pim_chiplet,RapidChiplet DSE Chiplet Architectures,arXiv 2311.06081,2023,kb_markdown/15_memory_interconnect_pim_chiplet/RapidChiplet_DSE_Chiplet_Architectures_arXiv2311.06081.md,(not mirrored in local KB; web expansion card),Baseline / reference / context items,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
C1-154,15_memory_interconnect_pim_chiplet,Stitch MCM DNN Mapping,DATE 2026,2026,kb_markdown/15_memory_interconnect_pim_chiplet/Stitch_MCM_DNN_Mapping_DATE2026.md,(not mirrored; DATE proceedings PDF source),Baseline / reference / context items,false,,,false,false,metadata block; metadata: contribution/key_claims/method_tags,RA-negative or context item for C1; no scheduler-derived accelerator-internal quality-budget interface found in Markdown audit surface.
